    lat    lon     lam1     lam2     lam3    V1_Up     V1_E     V1_N    V2_Up     V2_E     V2_N    V3_Up     V3_E     V3_N
  -35.0  -65.0   1.5952  1.05907  0.58716  0.01841  0.98780  0.15460  0.05582 -0.15540  0.98627  0.99827 -0.00953 -0.05800
  -35.0  -70.0   1.7309  1.03075  0.55625  0.07664  0.99700  0.01064  0.02977 -0.01295  0.99947 -0.99661  0.07629  0.03067
  -35.0  -75.0   1.9179  0.97543  0.53044  0.09901  0.98975 -0.10292 -0.03535 -0.09987 -0.99437  0.99446 -0.10209 -0.02510
  -35.0  -80.0    2.218  0.90115  0.49684 -0.10668 -0.97064  0.21560  0.03174  0.21340  0.97645  0.99379 -0.11102 -0.00804
  -35.0  -85.0   2.6734  0.81302  0.45713 -0.08783 -0.93828  0.33454  0.03939  0.33230  0.94235 -0.99536  0.09595  0.00777
  -35.0  -90.0   3.0881  0.73771  0.43483  0.02413  0.88421 -0.46647  0.24283  0.44745  0.86071  0.96977 -0.13404 -0.20392
  -35.0  -95.0   3.5426  0.61225  0.45645  0.02996  0.75378 -0.65645  0.44273  0.57880  0.68482  0.89615 -0.31115 -0.31638
  -35.0    0.0   2.8888  1.02927  0.33401 -0.07077  0.90984  0.40888 -0.10497 -0.41442  0.90401  0.99195  0.02105  0.12483
  -35.0   10.0   3.6223  0.87453  0.31244 -0.03544  0.79141  0.61026 -0.00500 -0.61078  0.79179  0.99936  0.02501  0.02561
  -35.0  100.0   14.245  0.59406  0.11917 -0.07299 -0.29339 -0.95320 -0.97832 -0.16466  0.12560 -0.19380  0.94170 -0.27501
  -35.0  105.0   3.4952  0.87111  0.32667 -0.12331 -0.40367 -0.90656 -0.66802 -0.64179  0.37664 -0.73386  0.65204 -0.19052
  -35.0  110.0   3.5402  0.75669  0.37025 -0.07691  0.41968  0.90441 -0.84854 -0.50384  0.16164 -0.52352  0.75499 -0.39486
  -35.0  115.0   3.0335  0.94725  0.34555 -0.07144  0.40611  0.91103 -0.43277 -0.83553  0.33852 -0.89867  0.37008 -0.23544
  -35.0  120.0   2.1034  1.21617  0.38768  0.01971  0.51913  0.85447 -0.32981 -0.80342  0.49573 -0.94384  0.29158 -0.15538
  -35.0  125.0   1.8407  1.15443  0.46738 -0.08286 -0.59805 -0.79716  0.33764  0.73576 -0.58708 -0.93762  0.31780 -0.14096
  -35.0  130.0   1.7731  1.02582  0.54576 -0.09074 -0.56657 -0.81900  0.21069  0.79286 -0.57183 -0.97333  0.22445 -0.04743
  -35.0  135.0   1.6987  1.02743  0.56856  0.04266  0.56267  0.82558  0.17344  0.80962 -0.56075  0.98392 -0.16711  0.06305
  -35.0  140.0   1.6398  1.00800  0.60048  0.02395  0.52846  0.84862  0.14006  0.83872 -0.52625  0.98985 -0.13146  0.05393
  -35.0  145.0   1.7564  1.00091  0.56481  0.00706  0.48856  0.87250 -0.12553 -0.86519  0.48548  0.99206 -0.11296  0.05522
  -35.0   15.0   4.3497  0.87902  0.25897  0.00826  0.66872  0.74347 -0.21906 -0.72423  0.65384  0.97568 -0.16827  0.14051
  -35.0  150.0   1.8826  1.00493  0.52489  0.02029  0.45251  0.89153 -0.17238 -0.87677  0.44895  0.98482 -0.16279  0.06021
  -35.0  155.0   1.7273  1.01103  0.56859 -0.02636  0.42233  0.90606 -0.12460 -0.90069  0.41620  0.99186 -0.10192  0.07637
  -35.0  160.0    1.603  1.04609  0.59202 -0.05722  0.40839  0.91101 -0.08867 -0.91098  0.40281  0.99442 -0.05773  0.08833
  -35.0  165.0   1.5443  1.07743  0.59660  0.09985 -0.39628 -0.91268 -0.01722 -0.91782  0.39663  0.99485  0.02389  0.09847
  -35.0  170.0   1.5768  1.13727  0.55340  0.09989 -0.36845 -0.92427 -0.03522 -0.92964  0.36678  0.99438  0.00408  0.10584
  -35.0  175.0   1.5331  1.17708  0.54963 -0.10465  0.30255  0.94737  0.03042  0.95313 -0.30103  0.99404  0.00268  0.10895
  -35.0  180.0   1.5064  1.27063  0.51858 -0.12958  0.39161  0.91096 -0.07458  0.91226 -0.40277 -0.98876 -0.12013 -0.08901
  -35.0   20.0   3.6589  0.78166  0.34607  0.05457  0.53919  0.84041  0.20348 -0.83001  0.51931  0.97756  0.14267 -0.15501
  -35.0   25.0   2.5523  1.09411  0.35520  0.00895  0.21790  0.97593  0.13747 -0.96697  0.21464  0.99047  0.13224 -0.03861
  -35.0   30.0   2.3943  1.06443  0.38962  0.13170 -0.29632  0.94596 -0.02803  0.95278  0.30236 -0.99089 -0.06633  0.11718
  -35.0   35.0   5.0666  0.49203  0.39829 -0.34878  0.66522 -0.66018 -0.00766  0.70237  0.71178 -0.93717 -0.25331  0.23988
  -35.0   40.0   3.1629  1.11080  0.28250  0.31645 -0.89176  0.32345 -0.86277 -0.12883  0.48891 -0.39432 -0.43378 -0.81015
  -35.0   45.0   2.1495  1.01041  0.45671 -0.08548  0.99629 -0.01042 -0.22833 -0.00941  0.97354 -0.96982 -0.08560 -0.22829
  -35.0    5.0   3.3421  0.97183  0.30550 -0.04797  0.86482  0.49979 -0.06420 -0.50200  0.86248  0.99678  0.00928  0.07960
  -35.0   50.0    2.282  1.09816  0.39610 -0.04565  0.88464  0.46404 -0.15039 -0.46532  0.87227 -0.98757  0.02997 -0.15428
  -35.0   55.0   2.6917  1.03582  0.35580 -0.05158  0.72085  0.69116  0.06463  0.69304 -0.71799 -0.99658  0.00764 -0.08234
  -35.0   60.0   3.0908  0.96242  0.33382 -0.03430  0.64957  0.75953  0.04466  0.76021 -0.64814 -0.99841  0.01170 -0.05509
  -35.0   65.0   3.3002  0.92033  0.32731 -0.00315  0.61562  0.78804 -0.02676 -0.78781  0.61534 -0.99964  0.01915 -0.01895
  -35.0   70.0    3.426  0.96400  0.30088  0.02918  0.64413  0.76436 -0.05421 -0.76254  0.64467 -0.99810  0.06024 -0.01267
  -35.0   75.0   3.3088  1.00231  0.29932  0.06349  0.65277  0.75489  0.03886 -0.75746  0.65173 -0.99723  0.01205  0.07346
  -35.0   80.0   3.1331  1.04240  0.30409  0.07674  0.60863  0.78973  0.11339 -0.79226  0.59956 -0.99058 -0.04354  0.12982
  -35.0   85.0    3.316  1.02956  0.29094  0.06520  0.57853  0.81305  0.06821 -0.81546  0.57478 -0.99554 -0.01798  0.09264
  -35.0   90.0   4.0192  0.99420  0.24861  0.06939  0.48985  0.86904 -0.11613 -0.86125  0.49473 -0.99081  0.13525  0.00288
  -35.0   95.0   4.4818  0.83316  0.26596  0.08599  0.36708  0.92621 -0.30482 -0.87537  0.37524 -0.94852  0.31459 -0.03663
  -40.0  -10.0   2.0039  1.11642  0.44375 -0.20745  0.91320  0.35074  0.06779  0.37110 -0.92611 -0.97589 -0.16835 -0.13889
  -40.0 -100.0   4.4782  0.81601  0.27077 -0.01573  0.50262 -0.86437 -0.31362 -0.82333 -0.47305 -0.94942  0.26364  0.17058
  -40.0 -105.0   13.094  0.42341  0.18034  0.05578 -0.27455  0.95995 -0.58227 -0.78998 -0.19211 -0.81108  0.54823  0.20393
  -40.0 -110.0   15.089  1.45057  0.04540 -0.06495 -0.03931 -0.99711 -0.88559 -0.45826  0.07575 -0.45991  0.88795 -0.00504
  -40.0 -115.0   12.692  0.40607  0.19248  0.03133 -0.18730 -0.98180 -0.99950 -0.00088 -0.03173  0.00508  0.98230 -0.18724
  -40.0 -120.0   5.9555  0.51540  0.32411 -0.07622  0.26196  0.96206  0.27870 -0.92082  0.27281 -0.95735 -0.28892  0.00282
  -40.0 -125.0   3.8666  0.78601  0.32692 -0.13296  0.33462  0.93292  0.13684 -0.92607  0.35167 -0.98163 -0.17441 -0.07734
  -40.0 -130.0   2.7924  0.94936  0.37473 -0.13965  0.41384  0.89957  0.13619 -0.89181  0.43142 -0.98079 -0.18276 -0.06818
  -40.0 -135.0   2.5779  1.08108  0.35641  0.12125 -0.44375 -0.88791 -0.10157  0.88427 -0.45580 -0.98741 -0.14545 -0.06215
  -40.0 -140.0   2.5661  1.08275  0.35731  0.11463 -0.46787 -0.87633 -0.09739  0.87260 -0.47862 -0.98862 -0.14021 -0.05446
  -40.0 -145.0   2.4385  1.08435  0.37551  0.08216 -0.52792 -0.84531 -0.17377  0.82760 -0.53374 -0.98135 -0.19074  0.02374
  -40.0  -15.0   1.8856  1.18959  0.44245 -0.21546  0.92331  0.31792  0.06213  0.33787 -0.93914 -0.97453 -0.18259 -0.13016
  -40.0 -150.0   2.4095  1.15594  0.35619  0.05044 -0.59675 -0.80084 -0.22395  0.77468 -0.59137 -0.97329 -0.20918  0.09457
  -40.0 -155.0   2.5201  1.25442  0.31394 -0.03528  0.62046  0.78345  0.19433 -0.76471  0.61437  0.98030  0.17392 -0.09359
  -40.0 -160.0   2.4296  1.25499  0.32551 -0.06713  0.67550  0.73430  0.11906 -0.72527  0.67809  0.99062  0.13294 -0.03174
  -40.0 -165.0   2.1734  1.27229  0.35885 -0.09199  0.72351  0.68416  0.10048 -0.67682  0.72926  0.99068  0.13583 -0.01043
  -40.0 -170.0   1.8015  1.25183  0.43990 -0.11475  0.72822  0.67567  0.10729 -0.66710  0.73720  0.98758  0.15709 -0.00158
  -40.0 -175.0   1.5701  1.24054  0.50961 -0.15528  0.76501  0.62502  0.10645 -0.61605  0.78048  0.98212  0.18772  0.01422
  -40.0  -20.0   1.6859  1.23953  0.47478 -0.20297  0.88927  0.40988  0.04348  0.42636 -0.90351 -0.97822 -0.16556 -0.12520
  -40.0  -25.0   1.6133  1.23140  0.49944 -0.20304  0.67382  0.71045  0.07218 -0.71329  0.69714 -0.97651 -0.19283 -0.09619
  -40.0  -30.0   1.6845  1.05110  0.56051 -0.11089  0.46708  0.87724  0.12165 -0.86966  0.47842  0.98636  0.15977  0.03961
  -40.0  -35.0   1.8241  0.87376  0.62376  0.05307 -0.47483 -0.87848 -0.08791 -0.87852  0.46954 -0.99471  0.05231 -0.08837
  -40.0  -40.0   2.0658  0.81169  0.59300 -0.01869 -0.54920 -0.83548 -0.21401 -0.81406  0.53991 -0.97665  0.18889 -0.10231
  -40.0  -45.0   1.8434  0.86509  0.62248  0.05712  0.62852  0.77569  0.14019 -0.77431  0.61708  0.98848  0.07349 -0.13234
  -40.0   -5.0   2.3309  1.08736  0.39184 -0.14896  0.88919  0.43262 -0.03328 -0.44176  0.89652  0.98828  0.11914  0.09539
  -40.0  -50.0   1.9043  0.97168  0.53670  0.01094  0.72519  0.68846  0.21636 -0.67390  0.70643  0.97625  0.14123 -0.16427
  -40.0  -55.0   1.8529  1.04627  0.51172  0.06788  0.82714  0.55788  0.11213 -0.56195  0.81954  0.99137  0.00692 -0.13090
  -40.0  -60.0   1.7192  1.11346  0.51807  0.00335  0.94222  0.33498  0.15881 -0.33123  0.93009  0.98730  0.05008 -0.15074
  -40.0  -65.0   1.5538  1.08621  0.58766 -0.03574 -0.99120 -0.12748  0.14907 -0.13142  0.98005 -0.98818  0.01602  0.15246
  -40.0  -70.0   1.6739  1.04871  0.56522  0.09052  0.99267 -0.08004  0.11470  0.06944  0.99097 -0.98927  0.09888  0.10757
  -40.0  -75.0    1.782  0.98470  0.56556  0.11907  0.96266 -0.24311  0.10956  0.23061  0.96686 -0.98682  0.14176  0.07801
  -40.0  -80.0   2.0747  0.91022  0.52596 -0.11646 -0.91918  0.37624  0.09540  0.36671  0.92543  0.98860 -0.14367 -0.04499
  -40.0  -85.0   2.4662  0.86639  0.46507 -0.08134 -0.87156  0.48349  0.23836  0.45401  0.85852 -0.96777  0.18507  0.17082
  -40.0  -90.0   2.6784  0.88525  0.41900  0.06761  0.81108 -0.58101  0.49530  0.47823  0.72524  0.86608 -0.33681 -0.36940
  -40.0  -95.0    3.086  0.86031  0.37379  0.10649  0.69866 -0.70748  0.45012  0.60057  0.66084  0.88660 -0.38882 -0.25053
  -40.0    0.0   2.5876  1.02441  0.37476 -0.10942  0.85110  0.51347  0.01342 -0.51526  0.85693  0.99390  0.10066  0.04496
  -40.0   10.0   3.9605  0.96342  0.26019 -0.03740  0.68281  0.72964 -0.05654 -0.73042  0.68065  0.99770 -0.01580  0.06593
  -40.0  100.0   4.8724  1.05599  0.19279  0.09489  0.42351  0.90091 -0.66245 -0.64866  0.37471  0.74308 -0.63236  0.21900
  -40.0  105.0   3.3172  0.84938  0.35185 -0.06268 -0.42573 -0.90268 -0.83909 -0.46722  0.27862 -0.54036  0.77489 -0.32794
  -40.0  110.0   3.9442  0.95632  0.26309 -0.13706  0.33368  0.93267  0.68181  0.71480 -0.15554  0.71857 -0.61459  0.32548
  -40.0  115.0   2.4007  1.11562  0.37044 -0.02648  0.38697  0.92171 -0.43429 -0.83493  0.33806 -0.90038  0.39134 -0.19017
  -40.0  120.0   2.0112  1.24351  0.39584 -0.06129 -0.55625 -0.82875 -0.39283 -0.74986  0.53235  0.91757 -0.35818  0.17255
  -40.0  125.0   1.9651  1.06652  0.47348  0.09765  0.57184  0.81453 -0.29386 -0.76538  0.57257 -0.95085  0.29527 -0.09330
  -40.0  130.0   1.8713  1.04161  0.50918 -0.10854 -0.56637 -0.81697  0.24741  0.78058 -0.57401 -0.96281  0.26444 -0.05540
  -40.0  135.0   1.8434  1.00368  0.53653 -0.08640 -0.54044 -0.83693  0.16214  0.82125 -0.54705 -0.98298  0.18297 -0.01667
  -40.0  140.0   1.8289  0.99848  0.54367  0.08325  0.54824  0.83217  0.16891  0.81522 -0.55397  0.98211 -0.18668  0.02474
  -40.0  145.0   1.8384  0.96938  0.55708  0.05997  0.52273  0.85039  0.18802  0.83076 -0.52392  0.98033 -0.19130  0.04846
  -40.0   15.0   3.5419  0.91752  0.30595 -0.03892  0.56978  0.82087  0.10875 -0.81420  0.57031  0.99331  0.11146 -0.03028
  -40.0  150.0   1.9189  0.98284  0.52650  0.02476  0.49031  0.87120 -0.18712 -0.85379  0.48583  0.98203 -0.17505  0.07060
  -40.0  155.0    1.771  1.03003  0.54438  0.00780  0.47414  0.88041 -0.15250 -0.86958  0.46966  0.98827 -0.13793  0.06553
  -40.0  160.0   1.6618  1.06957  0.55859 -0.01691  0.45585  0.88989 -0.08132 -0.88770  0.45319  0.99654 -0.06471  0.05208
  -40.0  165.0   1.5502  1.10444  0.57974  0.04045 -0.43850 -0.89782  0.00304 -0.89850  0.43897  0.99918  0.02049  0.03501
  -40.0  170.0    1.491  1.15932  0.57409 -0.05116  0.44579  0.89368  0.04582 -0.89286  0.44800 -0.99764 -0.06387 -0.02525
  -40.0  175.0   1.4552  1.17654  0.57954  0.05608 -0.45695 -0.88772 -0.01637  0.88858 -0.45843 -0.99829 -0.04023 -0.04235
  -40.0  180.0   1.4554  1.20716  0.56471 -0.10561  0.59324  0.79807 -0.08490  0.79425 -0.60163 -0.99078 -0.13129 -0.03352
  -40.0   20.0   2.6736  1.02378  0.36218 -0.09463  0.41003  0.90715  0.11374 -0.90082  0.41903  0.98899  0.14283  0.03861
  -40.0   25.0   2.5728  1.10507  0.34914 -0.11482  0.28837  0.95061  0.05972 -0.95320  0.29637  0.99159  0.09080  0.09223
  -40.0   30.0    2.528  1.20447  0.32583 -0.02635  0.13641  0.99030 -0.15159  0.97864 -0.13884 -0.98809 -0.15378 -0.00510
  -40.0   35.0   2.5731  1.26515  0.30541 -0.12591  0.24803 -0.96053  0.21043 -0.93953 -0.27020  0.96947  0.23615 -0.06610
  -40.0   40.0    3.746  0.77969  0.33974  0.14111 -0.56825  0.81067  0.09635 -0.80709 -0.58251 -0.98529 -0.16031  0.05914
  -40.0   45.0   6.9735  0.52403  0.27133 -0.28729  0.81101 -0.50964 -0.49318  0.33088  0.80455 -0.82112 -0.48248 -0.30492
  -40.0    5.0   2.8615  0.96419  0.36014 -0.09820  0.77077  0.62950 -0.05615 -0.63584  0.76978  0.99358  0.04025  0.10572
  -40.0   50.0   3.9934  2.05718  0.12173 -0.68106 -0.53087  0.50432 -0.60550  0.79560  0.01977 -0.41173 -0.29190 -0.86329
  -40.0   55.0   2.7791  1.04521  0.34205 -0.33208  0.86902  0.36678 -0.55533 -0.49443  0.66869  0.76245  0.01837  0.64678
  -40.0   60.0   2.5636  0.86186  0.44981 -0.20347  0.84268  0.49849 -0.43952 -0.53357  0.72258 -0.87488  0.07208 -0.47894
  -40.0   65.0   3.2189  0.83563  0.36930 -0.13193  0.80084  0.58416 -0.28514 -0.59507  0.75139 -0.94936  0.06743 -0.30686
  -40.0   70.0   3.5488  0.92423  0.30267 -0.02684  0.80579  0.59160 -0.05666 -0.59209  0.80388 -0.99803  0.01194 -0.06155
  -40.0   75.0   3.4916  0.95394  0.29828  0.02245  0.75858  0.65119  0.15517 -0.64610  0.74731 -0.98763 -0.08427  0.13221
  -40.0   80.0   3.9248  1.02433  0.24679  0.05387  0.76127  0.64620 -0.06943 -0.64272  0.76295 -0.99613  0.08597 -0.01823
  -40.0   85.0    4.324  0.99619  0.23021  0.04043  0.71433  0.69864 -0.07998 -0.69465  0.71489 -0.99598  0.08479 -0.02905
  -40.0   90.0   4.6256  0.88937  0.24100  0.04398  0.58659  0.80869 -0.05452 -0.80686  0.58822 -0.99754  0.06996  0.00351
  -40.0   95.0   5.8904  0.90697  0.18406  0.05781 -0.25447 -0.96535  0.54431  0.81864 -0.18320 -0.83689  0.51486 -0.18583
  -45.0  -10.0   1.9754  1.12652  0.44580 -0.19142  0.90320  0.38417  0.05083  0.40001 -0.91510 -0.98019 -0.15564 -0.12248
  -45.0 -100.0   6.4672  0.74892  0.20472  0.05158 -0.50880  0.85934 -0.39051 -0.80224 -0.45156  0.91915 -0.31228 -0.24007
  -45.0 -105.0   15.158  0.47956  0.13618  0.08727 -0.27108  0.95859 -0.51406 -0.83650 -0.18976 -0.85330  0.47621  0.21235
  -45.0 -110.0   11.015  1.05538  0.08545 -0.05531 -0.00697 -0.99845 -0.73975 -0.67133  0.04566 -0.67060  0.74113  0.03197
  -45.0 -115.0   18.375  0.43927  0.12303  0.01278  0.17148  0.98511 -0.80480 -0.58290  0.11191  0.59341 -0.79424  0.13055
  -45.0 -120.0   5.0074  0.48110  0.41336  0.03238 -0.25707 -0.96585 -0.91096  0.39000 -0.13434 -0.41122 -0.88420  0.22155
  -45.0 -125.0   4.6826  0.63602  0.33369 -0.03965  0.33068  0.94291  0.11383 -0.93602  0.33305 -0.99271 -0.12053  0.00053
  -45.0 -130.0   3.2774  0.88518  0.34235 -0.06125  0.40564  0.91198  0.18308 -0.89363  0.40977 -0.98119 -0.19206  0.01953
  -45.0 -135.0   2.7371  0.95864  0.37864 -0.11378  0.47750  0.87124  0.08975 -0.86840  0.48767 -0.98944 -0.13368 -0.05595
  -45.0 -140.0   2.2642  1.02433  0.42830  0.09893 -0.53244 -0.84066 -0.15363  0.82651 -0.54156 -0.98316 -0.18273  0.00004
  -45.0 -145.0   2.1791  1.09130  0.41759  0.06539 -0.55967 -0.82614 -0.22262  0.79886 -0.55881 -0.97271 -0.22046  0.07236
  -45.0  -15.0    1.786  1.16824  0.47567 -0.21430  0.92128  0.32454  0.02472  0.33726 -0.94109 -0.97646 -0.19365 -0.09505
  -45.0 -150.0   2.3796  1.11338  0.37468 -0.05493  0.56007  0.82662  0.20853 -0.80318  0.55804  0.97647  0.20304 -0.07267
  -45.0 -155.0   2.5147  1.09478  0.36038 -0.08385  0.59942  0.79603  0.13083 -0.78531  0.60512  0.98785  0.15488 -0.01257
  -45.0 -160.0   2.2769  1.09842  0.39682 -0.13204  0.65503  0.74397  0.12379 -0.73377  0.66802  0.98348  0.18031  0.01580
  -45.0 -165.0   2.1629  1.15332  0.39783 -0.13223  0.71417  0.68737  0.11431 -0.67784  0.72626  0.98461  0.17461  0.00799
  -45.0 -170.0   1.8408  1.17098  0.46023 -0.10660  0.70624  0.69990  0.13590 -0.68696  0.71388  0.98497  0.17122 -0.02275
  -45.0 -175.0   1.6484  1.20874  0.49817 -0.17558  0.77793  0.60332  0.18298 -0.57638  0.79643  0.96731  0.25023 -0.04114
  -45.0  -20.0   1.5603  1.19348  0.53308 -0.18797  0.91467  0.35783 -0.01890  0.36088 -0.93242 -0.98199 -0.18203 -0.05055
  -45.0  -25.0   1.4654  1.21671  0.55658  0.14456 -0.77562 -0.61442  0.09387 -0.60739  0.78884  0.98503  0.17171  0.01500
  -45.0  -30.0   1.4729  1.09300  0.61643 -0.03351  0.54141  0.84009  0.06286 -0.83776  0.54241 -0.99746 -0.07099  0.00596
  -45.0  -35.0   1.7021  0.98593  0.59162 -0.02470 -0.58315 -0.81199 -0.07055 -0.80920  0.58329 -0.99720  0.07170 -0.02115
  -45.0  -40.0   1.8365  0.85105  0.63600 -0.03080 -0.60711 -0.79402 -0.11649  0.79116 -0.60041 -0.99271 -0.07400  0.09509
  -45.0  -45.0   2.1987  0.81505  0.55517 -0.14874 -0.62972 -0.76245 -0.14002  0.77667 -0.61415 -0.97891 -0.01541  0.20370
  -45.0   -5.0   2.2655  1.09082  0.40189 -0.17923  0.86074  0.47644  0.06945  0.49414 -0.86660 -0.98135 -0.12224 -0.14835
  -45.0  -50.0   2.7452  0.86706  0.41724  0.02196  0.73375  0.67906 -0.18976  0.66994 -0.71775 -0.98158 -0.11310  0.15395
  -45.0  -55.0   2.3693  0.98634  0.42458  0.06852  0.82018  0.56799  0.15388 -0.57120  0.80626  0.98571  0.03216 -0.16535
  -45.0  -60.0    1.989  1.10839  0.44968 -0.01297  0.92544  0.37868  0.21795 -0.36699  0.90433  0.97587  0.09426 -0.19693
  -45.0  -65.0   1.8861  1.09402  0.48122  0.09476  0.97878  0.18169  0.14765 -0.19431  0.96976 -0.98449  0.06507  0.16293
  -45.0  -70.0   1.7729  1.10647  0.50596  0.08377  0.99196 -0.09489  0.22217  0.07424  0.97218 -0.97140  0.10252  0.21416
  -45.0  -75.0   1.8471  1.06122  0.50631  0.09800  0.95591 -0.27681  0.25058  0.24549  0.93645 -0.96312  0.16114  0.21548
  -45.0  -80.0   1.7963  0.99366  0.55661 -0.19949 -0.89963  0.38841 -0.30435 -0.31989 -0.89724 -0.93144  0.29720  0.20999
  -45.0  -85.0   2.0757  0.93931  0.50980 -0.21701 -0.85355  0.47367 -0.25448 -0.41899 -0.87160  0.94242 -0.30968 -0.12629
  -45.0  -90.0   2.8165  0.87978  0.40108 -0.16277 -0.78150  0.60229 -0.17111 -0.57883 -0.79730  0.97171 -0.23283 -0.03951
  -45.0  -95.0   3.4504  1.06936  0.26923  0.07907  0.70453 -0.70526 -0.40935 -0.62213 -0.66738 -0.90895  0.34146  0.23920
  -45.0    0.0   2.7175  1.05990  0.34471 -0.14074  0.80648  0.57426  0.10133  0.58872 -0.80196 -0.98485 -0.05468 -0.16458
  -45.0   10.0   2.8598  1.02601  0.33879 -0.09865  0.60343  0.79129  0.10409 -0.78455  0.61127  0.98966  0.14267  0.01458
  -45.0  100.0   4.1077  0.95378  0.25268 -0.16405 -0.56121 -0.81125 -0.61502 -0.58479  0.52893 -0.77125  0.58571 -0.24922
  -45.0  105.0   5.3524  1.04112  0.17818 -0.18734  0.32502  0.92697  0.75604  0.65019 -0.07518 -0.62714  0.68674 -0.36753
  -45.0  110.0   2.5985  1.07102  0.35696 -0.07576  0.34052  0.93718 -0.62215 -0.75063  0.22244  0.77923 -0.56621  0.26872
  -45.0  115.0   2.1077  1.10830  0.42541  0.04407  0.46733  0.88298 -0.54787 -0.72777  0.41253  0.83540 -0.50194  0.22397
  -45.0  120.0   2.1106  1.03236  0.45458  0.08954  0.51485  0.85259 -0.37232 -0.77667  0.50810 -0.92378  0.36293 -0.12215
  -45.0  125.0   2.0262  1.05589  0.46365  0.13026  0.58112  0.80333 -0.27575 -0.75703  0.59234 -0.95236  0.29868 -0.06163
  -45.0  130.0   2.0328  0.99378  0.49141  0.13556  0.55459  0.82101 -0.27596 -0.77473  0.56889 -0.95156  0.30369 -0.04802
  -45.0  135.0    2.066  0.97077  0.49507 -0.09378 -0.57373 -0.81366  0.21948  0.78524 -0.57898 -0.97110  0.23287 -0.05228
  -45.0  140.0   2.0854  0.94002  0.50658 -0.08693 -0.57492 -0.81358  0.24945  0.77809 -0.57650 -0.96448  0.25307 -0.07577
  -45.0  145.0   2.1385  0.94817  0.48992  0.06326  0.56864  0.82015  0.20055  0.79779 -0.56860  0.97764 -0.20045  0.06357
  -45.0   15.0   2.3655  1.06693  0.39309 -0.15548  0.46416  0.87200 -0.10388  0.87016 -0.48170 -0.98236 -0.16548 -0.08708
  -45.0  150.0   1.9868  0.97982  0.51013  0.08462  0.55723  0.82604 -0.15148 -0.81218  0.56340  0.98483 -0.17281  0.01568
  -45.0  155.0   1.8255  1.04659  0.51986 -0.07476 -0.54004 -0.83832 -0.11055 -0.83100  0.54518 -0.99106  0.13343  0.00242
  -45.0  160.0   1.6531  1.09405  0.54900 -0.06525 -0.51930 -0.85210 -0.04663 -0.85140  0.52244 -0.99678  0.07383  0.03134
  -45.0  165.0   1.5147  1.12521  0.58226 -0.05495 -0.49630 -0.86641  0.01202 -0.86799  0.49644  0.99842 -0.01686 -0.05366
  -45.0  170.0   1.4487  1.17258  0.58428  0.00209  0.49340  0.86980  0.14134 -0.86122  0.48819 -0.98996 -0.12192  0.07154
  -45.0  175.0   1.5073  1.19642  0.55025  0.00056  0.57424  0.81868  0.07357 -0.81649  0.57265 -0.99729 -0.05991  0.04271
  -45.0  180.0   1.4816  1.17939  0.56783 -0.05304  0.64814  0.75967 -0.15150  0.74671 -0.64766 -0.98703 -0.14944  0.05859
  -45.0   20.0   2.1574  1.11570  0.41234 -0.19644  0.38716  0.90085 -0.06699  0.91130 -0.40626 -0.97822 -0.14016 -0.15308
  -45.0   25.0   2.2066  1.13971  0.39473 -0.15459  0.32714  0.93224 -0.13399  0.92793 -0.34785 -0.97885 -0.17869 -0.09962
  -45.0   30.0   2.3135  1.19203  0.36023 -0.10768  0.24941  0.96239 -0.13890  0.95475 -0.26297 -0.98443 -0.16199 -0.06817
  -45.0   35.0   2.5223  1.23918  0.31789 -0.07684  0.11279  0.99064 -0.17412  0.97679 -0.12472 -0.98172 -0.18208 -0.05541
  -45.0   40.0     2.87  1.26753  0.27285  0.04790 -0.13213  0.99007 -0.20728  0.96832  0.13925  0.97711  0.21189 -0.01899
  -45.0   45.0   3.1879  1.27996  0.24317  0.07775 -0.39447  0.91562  0.22970 -0.88660 -0.40147 -0.97015 -0.24153 -0.02168
  -45.0    5.0   3.1488  1.04002  0.30317 -0.05412  0.73064  0.68061  0.04483 -0.67915  0.73263  0.99753  0.07017  0.00400
  -45.0   50.0   4.5184  0.88561  0.24854 -0.04188 -0.52633  0.84925 -0.06178 -0.84700 -0.52799 -0.99721  0.07458 -0.00295
  -45.0   55.0   9.0245  0.51467  0.21407  0.21289  0.46476 -0.85946  0.91049 -0.41352  0.00192  0.35451  0.78295  0.51119
  -45.0   60.0   2.1311  1.21015  0.38847  0.46127 -0.82612  0.32365 -0.75276 -0.17129  0.63562 -0.46967 -0.53682 -0.70088
  -45.0   65.0   2.5634  1.22527  0.31609 -0.12769  0.99046 -0.05187 -0.51526 -0.02156  0.85677  0.84747  0.13613  0.51309
  -45.0   70.0   3.5153  1.09253  0.25842 -0.03158  0.98125  0.19012 -0.40024 -0.18671  0.89719 -0.91587  0.04776 -0.39863
  -45.0   75.0   3.6769  0.87855  0.30760 -0.08068  0.90681  0.41374  0.07977 -0.40789  0.90954 -0.99354 -0.10638  0.03943
  -45.0   80.0   4.4503  1.00944  0.22189  0.05241  0.85481  0.51629 -0.16936 -0.50190  0.84818 -0.98416  0.13189 -0.11847
  -45.0   85.0   4.6379  0.89769  0.23805  0.08664  0.76942  0.63284 -0.15142 -0.61768  0.77171 -0.98467  0.16269 -0.06299
