    lat    lon     lam1     lam2     lam3    V1_Up     V1_E     V1_N    V2_Up     V2_E     V2_N    V3_Up     V3_E     V3_N
   15.0 -100.0   1.8578  1.21569  0.43940  0.10702  0.55276  0.82644  0.19978  0.80231 -0.56249 -0.97398  0.22530 -0.02456
   15.0 -105.0   2.1708  1.21870  0.37480 -0.07897 -0.35134 -0.93291 -0.28173 -0.88982  0.35896 -0.95624  0.29118 -0.02871
   15.0 -110.0   2.7658  1.12114  0.31975 -0.05707 -0.14590 -0.98765 -0.31711 -0.93539  0.15651 -0.94667  0.32212  0.00712
   15.0 -115.0   4.0853  0.84008  0.28891  0.05769  0.00659  0.99831  0.43901  0.89794 -0.03130 -0.89663  0.44007  0.04891
   15.0 -120.0   11.055  0.72141  0.12436 -0.00821 -0.00520 -0.99995  0.99990 -0.01159 -0.00815 -0.01154 -0.99992  0.00529
   15.0 -125.0   4.5475  0.73688  0.29567 -0.04635  0.34311  0.93815  0.49671 -0.80691  0.31965 -0.86668 -0.48080  0.13302
   15.0 -130.0   3.8256  1.49976  0.17314 -0.22848 -0.48678 -0.84311 -0.06742  0.87185 -0.48510 -0.97121  0.05399  0.23202
   15.0 -135.0   2.1614  1.90287  0.24134  0.16787  0.82249  0.54344  0.25904 -0.56869  0.78070 -0.95117 -0.00971  0.30852
   15.0 -140.0   1.8895  1.53548  0.34210  0.04811  0.93331  0.35585  0.36448 -0.34810  0.86370 -0.92997 -0.08815  0.35692
   15.0 -145.0   1.9526  1.34039  0.37934  0.15346  0.81503  0.55873 -0.35958  0.57272 -0.73668 -0.92041 -0.08786  0.38095
   15.0  -15.0   25.287  0.49034  0.08034  0.83159 -0.38869  0.39671 -0.53813 -0.74060  0.40240 -0.13740  0.54812  0.82504
   15.0 -150.0   2.4635  1.26976  0.31724  0.09690  0.79678  0.59645  0.30241 -0.59451  0.74506  0.94824  0.10818 -0.29856
   15.0 -155.0   2.5838  1.27740  0.30110  0.09398  0.70353  0.70443  0.22174 -0.70458  0.67409  0.97057  0.09285 -0.22222
   15.0 -160.0   2.9396  1.46436  0.23062  0.03648  0.68390  0.72867 -0.23744  0.71420 -0.65843 -0.97072 -0.14899  0.18844
   15.0 -165.0   2.9362  1.53467  0.22020 -0.00939  0.61068  0.79182 -0.23248  0.76882 -0.59571 -0.97255 -0.18968  0.13475
   15.0 -170.0    2.582  1.39896  0.27491 -0.00353  0.51853  0.85505 -0.25037  0.82737 -0.50277 -0.96814 -0.21585  0.12690
   15.0 -175.0   2.4777  1.20927  0.33157  0.04098  0.46516  0.88428 -0.21547  0.86831 -0.44678 -0.97565 -0.17222  0.13581
   15.0  -20.0   4.6818  1.32367  0.16150  0.99904  0.02352 -0.03691  0.00677  0.75005  0.66135  0.04324 -0.66096  0.74917
   15.0  -25.0   3.4616  0.78273  0.36573 -0.36766  0.84851  0.38061  0.74791  0.51302 -0.42123  0.55268 -0.12979  0.82323
   15.0  -30.0   3.6034  0.93265  0.29598 -0.21145  0.95911  0.18814 -0.40595 -0.26129  0.87575  0.88909  0.10880  0.44460
   15.0  -35.0   2.5661  1.15563  0.33506 -0.22533  0.97348 -0.03960 -0.40005 -0.05539  0.91482  0.88836  0.22198  0.40192
   15.0  -40.0   2.5848  0.97227  0.39336  0.14325 -0.90036  0.41089 -0.33792  0.34573  0.87538 -0.93021 -0.26424 -0.25472
   15.0  -45.0   2.2077  1.01525  0.44134  0.15880 -0.89336  0.42034 -0.49651  0.29572  0.81610 -0.85338 -0.33830 -0.39660
   15.0   -5.0   2.8147  1.44517  0.24456  0.24793 -0.87502  0.41577  0.64170  0.46985  0.60618 -0.72578  0.11651  0.67799
   15.0  -50.0   2.0963  0.92101  0.51293  0.11504 -0.93413  0.33788 -0.37881  0.27318  0.88424 -0.91830 -0.22972 -0.32243
   15.0  -55.0   2.0666  0.94902  0.50649 -0.08377  0.98078 -0.17620 -0.25523  0.14981  0.95521  0.96325  0.12499  0.23777
   15.0  -60.0    1.964  1.01046  0.50006 -0.05774  0.99154 -0.11621 -0.11963  0.10870  0.98685  0.99114  0.07088  0.11234
   15.0  -65.0   1.7926  1.05935  0.52256 -0.09746  0.99430 -0.04312 -0.06151  0.03723  0.99741  0.99334  0.09986  0.05753
   15.0  -70.0   1.7653  1.11508  0.50385 -0.03142  0.99781  0.05819 -0.08293 -0.06062  0.99471  0.99606  0.02643  0.08466
   15.0  -75.0   1.7261  1.16061  0.49514  0.01732  0.98796  0.15376 -0.03209 -0.15316  0.98768  0.99933 -0.02204  0.02905
   15.0  -80.0   1.6795  1.17241  0.50387 -0.01574 -0.97180 -0.23528  0.03441 -0.23570  0.97122  0.99928 -0.00719 -0.03715
   15.0  -85.0   1.5134  1.14996  0.57009  0.01420  0.92401  0.38210 -0.00434  0.38219 -0.92407  0.99989 -0.01146 -0.00944
   15.0  -90.0    1.553  1.15739  0.55233  0.10076  0.83470  0.54141 -0.01887 -0.54248  0.83986 -0.99473  0.09484  0.03891
   15.0  -95.0     1.67  1.18463  0.50176  0.12579  0.71039  0.69247 -0.10932 -0.68384  0.72140 -0.98602  0.16644  0.00836
   15.0    0.0   2.2796  1.12713  0.38663 -0.02930 -0.87884  0.47622  0.50785  0.39727  0.76438 -0.86095  0.26424  0.43467
   15.0   10.0   2.8754  1.31607  0.26222  0.06126 -0.41288  0.90872  0.38093  0.85119  0.36107 -0.92257  0.32404  0.20942
   15.0  100.0   1.8619  1.14474  0.46652  0.27729 -0.18583  0.94264 -0.11050 -0.98078 -0.16084  0.95441 -0.05957 -0.29250
   15.0  105.0   1.8787  1.22858  0.43059  0.43507 -0.52930  0.72839 -0.04172 -0.81995 -0.57092  0.89943  0.21801 -0.37882
   15.0  110.0   1.7282  1.38800  0.41523  0.13238 -0.87960  0.45692  0.14462  0.47319  0.86901 -0.98059 -0.04896  0.18985
   15.0  115.0   6.2402  1.58926  0.09981  0.08798  0.99067  0.10405  0.26033 -0.12369  0.95756  0.96150 -0.05716 -0.26878
   15.0  120.0   4.6122  1.23893  0.17295  0.01933 -0.99904 -0.03924  0.63318 -0.01814  0.77379 -0.77377 -0.03981  0.63222
   15.0  125.0   2.6384  0.93803  0.40067  0.16402 -0.98544  0.04473  0.45411  0.11568  0.88341 -0.87572 -0.12458  0.46647
   15.0  130.0   2.4848  0.81024  0.49249  0.08661 -0.98240  0.16548  0.33155  0.18506  0.92511 -0.93945 -0.02526  0.34175
   15.0  135.0   3.9058  0.72642  0.34966 -0.01964  0.96471 -0.26258  0.47431  0.24019  0.84696  0.88014 -0.10791 -0.46229
   15.0  140.0   6.0281  0.75256  0.21901  0.01359  0.95002 -0.31189  0.41556  0.27834  0.86593 -0.90947  0.14137  0.39101
   15.0  145.0   7.1756  0.85708  0.16148 -0.02804 -0.93312  0.35848 -0.43292 -0.31191 -0.84575 -0.90100  0.17891  0.39522
   15.0   15.0    2.758  1.29088  0.27864  0.04174 -0.17051  0.98447  0.32472  0.93416  0.14803 -0.94489  0.31349  0.09436
   15.0  150.0   7.8069  0.95018  0.13379 -0.05911 -0.91941  0.38882 -0.48465 -0.31408 -0.81637 -0.87271  0.23670  0.42703
   15.0  155.0   5.1382  1.14236  0.16889 -0.18724 -0.85440  0.48471 -0.75669 -0.18919 -0.62580 -0.62639  0.48395  0.61109
   15.0  160.0   4.1793  0.79092  0.30044 -0.26512 -0.71398  0.64803 -0.80050 -0.21167 -0.56071 -0.53751  0.66740  0.51542
   15.0  165.0   2.5526  0.73303  0.53098 -0.00957 -0.53265  0.84628  0.02385 -0.84620 -0.53233  0.99967  0.01509  0.02080
   15.0  170.0   2.1144  0.92540  0.50760  0.00720  0.30200 -0.95328 -0.39191  0.87789  0.27516  0.91998  0.37162  0.12468
   15.0  175.0   2.3032  0.86553  0.49771 -0.04570  0.22429  0.97345 -0.06078  0.97204 -0.22682 -0.99710 -0.06954 -0.03079
   15.0  180.0   2.3427  1.01778  0.41618 -0.00654  0.38441  0.92314 -0.27329  0.88733 -0.37144 -0.96191 -0.25472  0.09925
   15.0   20.0    2.376  1.18837  0.35133 -0.07495 -0.12657 -0.98912 -0.21673 -0.96613  0.14005 -0.97335  0.22486  0.04498
   15.0   25.0   2.1157  1.09822  0.42676  0.11205  0.37681  0.91949 -0.24484 -0.88632  0.39305  0.96307 -0.26916 -0.00705
   15.0   30.0   2.0726  1.00289  0.47730  0.09708  0.54218  0.83464 -0.15004 -0.82104  0.55080  0.98390 -0.17870  0.00164
   15.0   35.0   2.0385  0.96459  0.50485 -0.11698 -0.66060 -0.74157 -0.10554 -0.73420  0.67068 -0.98751  0.15672  0.01616
   15.0   40.0   2.0544  0.93127  0.51893 -0.10643 -0.73175 -0.67321 -0.12457 -0.66191  0.73916 -0.98649  0.16253 -0.02071
   15.0   45.0   1.9718  0.96989  0.51864 -0.10030 -0.76754 -0.63310 -0.20383 -0.60696  0.76815 -0.97386  0.20609 -0.09557
   15.0    5.0   1.9181  1.12972  0.45855  0.02214 -0.74239  0.66960 -0.49134 -0.59138 -0.63942  0.87068 -0.31485 -0.37787
   15.0   50.0   1.7576  1.01474  0.55610 -0.15534 -0.78217 -0.60339 -0.07950 -0.59892  0.79685 -0.98466  0.17175  0.03086
   15.0   55.0   1.6702  1.10410  0.53789  0.08900  0.76393  0.63914 -0.07172 -0.63510  0.76909  0.99345 -0.11428 -0.00173
   15.0   60.0   1.4822  1.19091  0.56267 -0.03777  0.45375  0.89033 -0.30863 -0.85271  0.42148  0.95043 -0.25886  0.17225
   15.0   65.0   5.3565  1.63306  0.11436  0.41115  0.48200 -0.77371 -0.16732 -0.79445 -0.58383 -0.89608  0.36950 -0.24600
   15.0   70.0   2.9173  1.40520  0.24199 -0.37662 -0.65049  0.65956  0.02300  0.70520  0.70864 -0.92608  0.28206 -0.25063
   15.0   75.0   1.7382  1.22539  0.46691 -0.33348 -0.44245  0.83248  0.23955  0.81428  0.52874 -0.91181  0.37574 -0.16556
   15.0   80.0   1.4125  1.12672  0.62447 -0.15206 -0.25538  0.95481  0.31019  0.90490  0.29143 -0.93844  0.34049 -0.05838
   15.0   85.0   1.8352  1.14682  0.47106 -0.17158 -0.36298  0.91586 -0.35481 -0.84450 -0.40117  0.91906 -0.39379  0.01611
   15.0   90.0   2.3531  1.39955  0.30040 -0.16606 -0.23485  0.95774  0.21661  0.93882  0.26776 -0.96203  0.25192 -0.10504
   15.0   95.0   1.8485  1.34661  0.39921  0.23462 -0.00909  0.97204  0.21753  0.97509 -0.04338 -0.94744  0.22162  0.23075
   20.0  -10.0   3.0065  1.12937  0.29203 -0.01050  0.48440  0.87478  0.03109 -0.87425  0.48448 -0.99946 -0.03228  0.00588
   20.0 -100.0   1.7458  1.28046  0.44406  0.10945  0.64798  0.75375 -0.18349 -0.73211  0.65601 -0.97691  0.21010 -0.03877
   20.0 -105.0   1.9648  1.32885  0.38020  0.07089  0.42390  0.90293 -0.23840 -0.87178  0.42799 -0.96858  0.24560 -0.03926
   20.0 -110.0    2.412  1.24141  0.33212 -0.01859 -0.21094 -0.97732 -0.26019 -0.94279  0.20844 -0.96538  0.25816 -0.03736
   20.0 -115.0   3.9264  0.64570  0.39079  0.11479  0.20646  0.97170  0.28422  0.93045 -0.23127 -0.95186  0.30272  0.04813
   20.0 -120.0   23.568  0.79565  0.05297 -0.01769  0.13311  0.99094  0.99422 -0.10262  0.03153  0.10589  0.98577 -0.13053
   20.0 -125.0    4.959  0.61609  0.32476  0.14250  0.36941  0.91827  0.26082 -0.90897  0.32520 -0.95481 -0.19316  0.22588
   20.0 -130.0   3.1119  1.43416  0.22212 -0.19741 -0.64061 -0.74205 -0.09337  0.76580 -0.63627 -0.97586  0.05632  0.21099
   20.0 -135.0   2.5006  1.72651  0.22976  0.11361  0.89350  0.43446  0.23193 -0.44906  0.86287 -0.96608 -0.00273  0.25824
   20.0 -140.0   2.1225  1.52618  0.30639  0.04005  0.94202  0.33317  0.33150 -0.32708  0.88495 -0.94261 -0.07500  0.32538
   20.0 -145.0   1.9675  1.34823  0.37418  0.06184  0.88168  0.46778 -0.35702  0.45721 -0.81455 -0.93205 -0.11663  0.34305
   20.0  -15.0   6.4201  0.59927  0.25871 -0.77688  0.00771  0.62961  0.40107  0.77689  0.48537  0.48539 -0.62959  0.60664
   20.0 -150.0   2.0114  1.28500  0.38419  0.10704  0.79386  0.59861 -0.32278  0.59721 -0.73427 -0.94040 -0.11462  0.32017
   20.0 -155.0   2.1014  1.26056  0.37493  0.15450  0.67241  0.72388  0.30939 -0.72875  0.61090  0.93830  0.12957 -0.32063
   20.0 -160.0   2.5627  1.27238  0.30454  0.12558  0.60069  0.78956  0.27363 -0.78596  0.55444  0.95360  0.14642 -0.26306
   20.0 -165.0   2.7364  1.31719  0.27570  0.08879  0.51896  0.85017  0.26066 -0.83590  0.48303  0.96134  0.17872 -0.20949
   20.0 -170.0   2.5384  1.28572  0.30422  0.10522  0.37423  0.92135 -0.23410  0.90977 -0.34280 -0.96650 -0.17961  0.18333
   20.0 -175.0   2.4884  1.21207  0.32935  0.09659  0.28213  0.95450 -0.24835  0.93548 -0.25138 -0.96384 -0.21277  0.16042
   20.0  -20.0   6.1906  0.60353  0.26572  0.62609  0.23180 -0.74450  0.60166 -0.75095  0.27217  0.49600  0.61834  0.60963
   20.0  -25.0   3.0777  1.21494  0.26542 -0.11691 -0.79009  0.60174 -0.20964  0.61187  0.76267  0.97076  0.03698  0.23717
   20.0  -30.0   3.6163  1.53158  0.17928  0.00961 -0.97626  0.21638 -0.15628  0.21226  0.96464 -0.98767 -0.04309 -0.15053
   20.0  -35.0   3.3946  1.54137  0.18999  0.15314 -0.97709  0.14780  0.24015 -0.10828 -0.96468  0.95858  0.18323  0.21807
   20.0  -40.0   2.7455  1.48397  0.24392  0.12884 -0.87591  0.46496 -0.26533  0.42133  0.86723 -0.95551 -0.23510 -0.17812
   20.0  -45.0   2.3758  1.45178  0.28695  0.16029 -0.90207  0.40073 -0.33246  0.33292  0.88240 -0.92940 -0.27467 -0.24654
   20.0   -5.0   2.5552  2.25299  0.17166  0.03619 -0.99061 -0.13187  0.13673 -0.12581  0.98259  0.98995  0.05359 -0.13090
   20.0  -50.0   2.0594  1.42974  0.33650 -0.08963  0.91095 -0.40267 -0.30079  0.36066  0.88287  0.94947  0.20025  0.24168
   20.0  -55.0   2.0624  1.15699  0.41579  0.10932 -0.93594  0.33475 -0.16716  0.31466  0.93437 -0.97985 -0.15810 -0.12205
   20.0  -60.0   1.8653  1.07645  0.49465  0.13743 -0.95787  0.25218 -0.16032  0.22973  0.95996 -0.97745 -0.17235 -0.12199
   20.0  -65.0    1.629  1.06644  0.57144 -0.12404  0.97427 -0.18816 -0.09095  0.17766  0.97988  0.98810  0.13865  0.06658
   20.0  -70.0   1.5514  1.09068  0.58657 -0.07849  0.99052 -0.11272 -0.06486  0.10775  0.99206  0.99480  0.08518  0.05579
   20.0  -75.0   1.6267  1.15713  0.52766  0.01279  0.99945 -0.03058 -0.03429  0.03100  0.99893 -0.99933  0.01173 -0.03466
   20.0  -80.0   1.6841  1.19105  0.49497 -0.00359  0.99261  0.12129 -0.05327 -0.12131  0.99118 -0.99857  0.00291 -0.05331
   20.0  -85.0   1.4994  1.15732  0.57207  0.01313  0.96473  0.26290  0.02713  0.26248 -0.96455  0.99955 -0.01980  0.02273
   20.0  -90.0   1.5553  1.18611  0.53794  0.07067  0.89997  0.43018 -0.06346 -0.42633  0.90234 -0.99548  0.09107 -0.02699
   20.0  -95.0   1.6067  1.22030  0.50634  0.10928  0.80118  0.58835 -0.13931 -0.57371  0.80712 -0.98420  0.17017 -0.04891
   20.0    0.0   2.4819  1.99416  0.20061  0.06008  0.99149 -0.11552  0.21545  0.10012  0.97137 -0.97467  0.08325  0.20760
   20.0   10.0   2.3649  1.49680  0.28124  0.04858 -0.26827  0.96212  0.30984  0.91979  0.24082 -0.94955  0.28641  0.12780
   20.0  100.0   1.5581  1.13606  0.56276  0.05117 -0.57020  0.81991 -0.35852 -0.77675 -0.51781 -0.93212  0.26746  0.24417
   20.0  105.0   8.3083  1.02141  0.11806 -0.08579 -0.91251  0.39997 -0.29558 -0.36007 -0.88487 -0.95146  0.19413  0.23883
   20.0  110.0   12.545  0.93365  0.08505  0.13193 -0.94391  0.30269 -0.39684 -0.33011 -0.85647 -0.90836  0.00712  0.41814
   20.0  115.0   11.962  1.13420  0.07310  0.10119 -0.96455  0.24374 -0.38939 -0.26385 -0.88247 -0.91550  0.00562  0.40229
   20.0  120.0   7.1095  1.15364  0.12119 -0.10956  0.95010 -0.29207  0.31429  0.31188  0.89664 -0.94298 -0.00644  0.33277
   20.0  125.0   4.1817  1.02043  0.23249 -0.11468  0.95258 -0.28186  0.44492  0.30293  0.84278 -0.88820  0.02875  0.45856
   20.0  130.0    5.212  0.96789  0.19619 -0.04051  0.93883 -0.34199  0.49267  0.31654  0.81060 -0.86927  0.13565  0.47536
   20.0  135.0   5.6211  0.98135  0.18009 -0.09622  0.89748 -0.43043  0.40074  0.43077  0.80861 -0.91113  0.09469  0.40110
   20.0  140.0   3.3218  0.98893  0.30201 -0.13216  0.84248 -0.52226  0.45637  0.51943  0.72243 -0.87992  0.14286  0.45314
   20.0  145.0    3.548  0.88439  0.31542 -0.10923  0.80560 -0.58230  0.48831  0.55374  0.67448 -0.86581  0.21067  0.45387
   20.0   15.0   2.1868  1.39880  0.32464  0.06038 -0.04557  0.99713  0.29398  0.95546  0.02586 -0.95390  0.29158  0.07109
   20.0  150.0   4.5523  0.83419  0.26154  0.03468 -0.76545  0.64257 -0.57123 -0.54276 -0.61572 -0.82006  0.34570  0.45607
   20.0  155.0   4.2908  0.68138  0.33975 -0.03519 -0.64426  0.76400 -0.59205 -0.60245 -0.53529 -0.80513  0.47116  0.36023
   20.0  160.0   3.5051  0.69131  0.40929  0.04927 -0.46988  0.88135 -0.13182 -0.87777 -0.46060 -0.99005  0.09348  0.10519
   20.0  165.0   2.6839  0.95110  0.38878  0.11650 -0.34250  0.93227  0.07543  0.93900  0.33554 -0.99032  0.03123  0.13523
   20.0  170.0   2.4953  0.99745  0.39880 -0.11365  0.24221 -0.96355 -0.14120  0.95605  0.25698  0.98344  0.16525 -0.07445
   20.0  175.0   2.6052  0.97615  0.39050  0.05800  0.07114  0.99578 -0.10091  0.99277 -0.06505 -0.99320 -0.09671  0.06476
   20.0  180.0   2.5937  1.07963  0.35491  0.05573  0.20968  0.97618 -0.24036  0.95176 -0.19072 -0.96908 -0.22401  0.10344
   20.0   20.0   1.8906  1.27204  0.41279  0.11203  0.19791  0.97380  0.20470  0.95435 -0.21750 -0.97239  0.22371  0.06641
   20.0   25.0   1.7561  1.13797  0.49682  0.15836  0.34330  0.92578  0.18930  0.90966 -0.36971 -0.96906  0.23380  0.07907
   20.0   30.0   1.6878  1.09404  0.53750  0.14154  0.45811  0.87755 -0.16014 -0.86420  0.47697 -0.97689  0.20805  0.04896
   20.0   35.0   1.6185  1.05604  0.58083  0.11879  0.57054  0.81263 -0.09871 -0.80759  0.58143 -0.98800  0.14928  0.03962
   20.0   40.0   1.7636  1.03768  0.54220  0.08846  0.64597  0.75822 -0.10433 -0.75101  0.65199  0.99060 -0.13678  0.00096
   20.0   45.0   2.8806  1.05032  0.32809  0.10680  0.68024  0.72516 -0.15303 -0.70940  0.68799  0.98243 -0.18445  0.02833
   20.0    5.0   2.1801  1.79209  0.25417  0.05064 -0.62123  0.78199 -0.27463 -0.76147 -0.58715  0.96022 -0.18502 -0.20917
   20.0   50.0   3.7309  0.96407  0.27346 -0.21001 -0.74196 -0.63670  0.12491 -0.66625  0.73519 -0.96969  0.07487  0.23260
   20.0   55.0   1.8267  1.18601  0.45829  0.07115  0.71870  0.69167 -0.19738 -0.66957  0.71604 -0.97774  0.18747 -0.09421
   20.0   60.0   1.5233  1.14098  0.57195 -0.08318 -0.39428 -0.91522 -0.32595 -0.85712  0.39887  0.94172 -0.33150  0.05723
   20.0   65.0   2.7232  1.24497  0.29414 -0.03229  0.04793 -0.99833  0.49611  0.86788  0.02562  0.86766 -0.49445 -0.05180
   20.0   70.0   2.2834  1.18846  0.36594  0.06628  0.21598 -0.97415  0.44965  0.86508  0.22239 -0.89074  0.45276  0.03977
   20.0   75.0   1.6791  1.08363  0.54526 -0.09858 -0.28569  0.95324  0.46762  0.83226  0.29779 -0.87841  0.47511  0.05155
   20.0   80.0   1.5869  1.03877  0.60201 -0.04105 -0.38366  0.92256  0.42036  0.83102  0.36429 -0.90643  0.40276  0.12716
   20.0   85.0   1.9384  1.02358  0.49973  0.02166  0.52132 -0.85308  0.54175  0.71103  0.44827  0.84026 -0.47187 -0.26702
   20.0   90.0   2.2843  1.25800  0.34510 -0.01698  0.59661 -0.80235  0.42862  0.72934  0.53324  0.90332 -0.33485 -0.26810
   20.0   95.0   1.6753  1.20000  0.49461 -0.17403 -0.73202  0.65868  0.22449  0.62178  0.75033  0.95881 -0.27845 -0.05612
   25.0  -10.0   2.8638  1.02523  0.33750  0.08054 -0.43136 -0.89858 -0.46311 -0.81449  0.34948  0.88263 -0.38799  0.26537
   25.0 -100.0   1.7704  1.26875  0.44203  0.10524  0.81612  0.56822 -0.16950 -0.54831  0.81892 -0.97989  0.18250 -0.08062
   25.0 -105.0   1.9905  1.32659  0.37602  0.04564  0.63909  0.76777 -0.17595 -0.75142  0.63594 -0.98334  0.16411 -0.07815
   25.0 -110.0   2.3915  1.17997  0.35237  0.02384 -0.40651 -0.91334  0.20959  0.89533 -0.39302  0.97750 -0.18205  0.10655
   25.0 -115.0   3.4568  0.71560  0.40218 -0.10407  0.20707  0.97278  0.56027  0.82033 -0.11468 -0.82174  0.53309 -0.20139
   25.0 -120.0    13.27  0.75740  0.09828 -0.29070 -0.22603 -0.92973  0.95631 -0.10014 -0.27467 -0.03102 -0.96896  0.24527
   25.0 -125.0   4.1009  0.76098  0.31747  0.16379  0.38435  0.90854  0.19285 -0.91568  0.35261 -0.96746 -0.11746  0.22410
   25.0 -130.0   2.6096  1.47630  0.25773 -0.11002 -0.54539 -0.83093 -0.07184  0.83818 -0.54064 -0.99133 -0.00021  0.13140
   25.0 -135.0   2.2413  1.70269  0.26028  0.02292  0.94310  0.33173  0.18631 -0.33003  0.92540 -0.98222 -0.04060  0.18327
   25.0 -140.0   2.2237  1.53219  0.29114 -0.02258  0.96008  0.27880  0.24293 -0.26525  0.93308 -0.96978 -0.08879  0.22724
   25.0 -145.0    2.082  1.44973  0.32873  0.06063  0.87566  0.47910  0.28733 -0.47498  0.83177 -0.95591 -0.08723  0.28040
   25.0  -15.0    14.04  0.39040  0.18089 -0.12596  0.20034  0.97160  0.97661  0.19706  0.08598  0.17424 -0.95971  0.22047
   25.0 -150.0    1.951  1.34834  0.37737  0.06508  0.81999  0.56866 -0.31921  0.55703 -0.76669 -0.94545 -0.13163  0.29801
   25.0 -155.0   2.0175  1.28424  0.38322  0.10901  0.70059  0.70519 -0.31485  0.69723 -0.64401 -0.94286 -0.15183  0.29659
   25.0 -160.0   2.2384  1.25486  0.35354  0.11514  0.59514  0.79533  0.27937 -0.78774  0.54901  0.95325  0.15898 -0.25696
   25.0 -165.0   2.3405  1.19205  0.35592  0.12679  0.50072  0.85627  0.22061 -0.85585  0.46781  0.96709  0.12959 -0.21898
   25.0 -170.0   2.2099  1.17702  0.38168  0.13934  0.40037  0.90570 -0.24445  0.90022 -0.36034 -0.95960 -0.17119  0.22331
   25.0 -175.0   2.3189  1.14291  0.37447  0.09752  0.30073  0.94871 -0.26643  0.92635 -0.26625 -0.95891 -0.22680  0.17046
   25.0  -20.0   6.4721  0.73805  0.20762 -0.22880 -0.17127  0.95829 -0.30383  0.94779  0.09685  0.92484  0.26900  0.26889
   25.0  -25.0   3.5259  1.52650  0.18477 -0.14611 -0.70261  0.69641 -0.36576  0.69245  0.62188  0.91917  0.16385  0.35817
   25.0  -30.0   3.9891  1.51776  0.16415 -0.03234 -0.87390  0.48503 -0.33591  0.46656  0.81822 -0.94134 -0.13647 -0.30864
   25.0  -35.0   3.6706  1.70324  0.15876 -0.03392  0.87914 -0.47536 -0.25199  0.45275  0.85529  0.96714  0.14880  0.20617
   25.0  -40.0   3.4316  1.50928  0.19148  0.07061 -0.84004  0.53791 -0.25747  0.50564  0.82343  0.96370  0.19664  0.18058
   25.0  -45.0   2.6935  1.53444  0.24010  0.06341 -0.83120  0.55235  0.32701 -0.50561 -0.79839  0.94289  0.23125  0.23975
   25.0   -5.0   2.7281  1.59167  0.22862  0.01252  0.73408  0.67895 -0.16778 -0.66784  0.72515  0.98575 -0.12300  0.11480
   25.0  -50.0   2.2326  1.64361  0.27030 -0.01734 -0.83226  0.55412  0.35241 -0.52373 -0.77558  0.93569  0.18183  0.30238
   25.0  -55.0   2.2038  1.35384  0.33283 -0.03473  0.90183 -0.43069 -0.24505  0.41011  0.87850  0.96889  0.13605  0.20675
   25.0  -60.0   1.9506  1.19795  0.42516  0.10342 -0.94389  0.31364 -0.20948  0.28759  0.93456 -0.97233 -0.16235 -0.16798
   25.0  -65.0   1.6664  1.14357  0.52133  0.09483 -0.96002  0.26339 -0.20818  0.23960  0.94829  0.97348  0.14476  0.17714
   25.0  -70.0   1.5711  1.12549  0.56175 -0.08569  0.97687 -0.19593 -0.18356  0.17781  0.96679 -0.97927 -0.11881 -0.16408
   25.0  -75.0   1.6228  1.16477  0.52569  0.01286  0.99052 -0.13676 -0.14862  0.13714  0.97934 -0.98881 -0.00773 -0.14897
   25.0  -80.0    1.664  1.17885  0.50642 -0.01398  0.99980  0.01437 -0.10307 -0.01574  0.99455  0.99458  0.01242  0.10327
   25.0  -85.0   1.5224  1.15768  0.56330  0.01496  0.98849  0.15053  0.11570  0.14782 -0.98222  0.99317 -0.03211  0.11216
   25.0  -90.0    1.576  1.18502  0.53160  0.06050  0.95251  0.29845 -0.11587 -0.29027  0.94990 -0.99142  0.09205 -0.09281
   25.0  -95.0   1.6329  1.21256  0.50154  0.11158  0.89827  0.42503 -0.13944 -0.40932  0.90167 -0.98392  0.15987 -0.07958
   25.0    0.0   2.6961  1.82037  0.20274  0.07755  0.57579  0.81391  0.07778  0.81039 -0.58071 -0.99395  0.10834  0.01806
   25.0   10.0   2.4432  1.54779  0.26294  0.10648  0.12359  0.98660 -0.16604 -0.97610  0.14019  0.98035 -0.17875 -0.08342
   25.0  100.0   1.7539  1.01222  0.55865 -0.01935 -0.76410  0.64480  0.54407  0.53302  0.64797  0.83881 -0.36336 -0.40541
   25.0  105.0   5.1377  1.04868  0.18356  0.00298 -0.84497  0.53480 -0.45685 -0.47688 -0.75091 -0.88954  0.24209  0.38744
   25.0  110.0   6.3389  0.93754  0.16614  0.07612 -0.86252  0.50027 -0.34713 -0.49327 -0.79762 -0.93472  0.11295  0.33695
   25.0  115.0   4.8718  1.02741  0.19733  0.07898 -0.90025  0.42814 -0.34901 -0.42727 -0.83404 -0.93378  0.08355  0.34795
   25.0  120.0   4.2409  1.09693  0.21342  0.11128 -0.92882  0.35344 -0.35961 -0.36918 -0.85696 -0.92644  0.03174  0.37510
   25.0  125.0   5.8944  0.89735  0.18709 -0.00113 -0.94180  0.33618 -0.27585 -0.32284 -0.90536 -0.96120  0.09376  0.25943
   25.0  130.0   4.5006  1.05179  0.20965  0.00036 -0.91758  0.39756 -0.35596 -0.37164 -0.85743 -0.93450  0.14121  0.32675
   25.0  135.0   4.1165  1.12254  0.21511 -0.02861  0.88869 -0.45762  0.38312  0.43259  0.81614 -0.92325  0.15197  0.35286
   25.0  140.0   2.5878  0.98406  0.38981 -0.16969  0.77635 -0.60703  0.43811  0.61118  0.65918 -0.88276  0.15409  0.44383
   25.0  145.0     3.16  0.93299  0.33643 -0.11025  0.72914 -0.67542  0.45466  0.64129  0.61808 -0.88381  0.23894  0.40222
